"full_text","sentimen"
"Menhub Ungkap Bandara IKN Bisa Didarati Pesawat Raksasa di Desember https://t.co/tRKqijBN6i","Negatif"
"Menghasilkan keputusan dan terobosan apa selama ngantor di IKN...?","Negatif"
"caranya Herkules kasih Kantor di Ikn masbro","Negatif"
"@TirtoID Kalau kata si @grace_nat dengan memboyong para BuzzeRp-InfluenceRp ke #IKN adalah bentuk transparansi publik mungkin maksudnya untuk menepis anggapan kalau ada borok dibalik pembangunan #IKN. #IKNKotaInfluenceRp #IKNKotaBuzzeRp #IKNKotaRelawan #I","Negatif"
"@CNNIndonesia orang yang mau pindah ikn aja dipertanyakan kesehatannya","Negatif"
"@TirtoID Disatu sisi ada yg seneng bahagia dapat istana megah mewah di ikn disisi lain rakyat semakin ditekan pajak listrik bbm tenaga kerja asing biy pendidikan dll dll","Negatif"
"@RekjanS @JhonSitorus_18 Intinya sih rakyat Indonesia mayoritas tidak menginginkan adanya IKN dan bagi rakyat kecil itu tidak penting","Negatif"
"@5teV3n_Pe9eL Presiden malah ngajak geng motor Jaya jaya jaya ke IKN cuma utk motoran di tol baru yg belum jd sepenuhnya terlihat keras pengen menunjukkan IKN uda siap padahal sangat blm siap. Itulah knp ga ada influencer lokal diajak krn mereka tau kondi","Negatif"
"@NinzExe07 @prabowo Miris para artis yg ke IKN enak makan uang rakyat","Negatif"
"Ketua APPBI: Mal di Jakarta berpotensi terus tumbuh setelah ada IKN https://t.co/jQ2ept3Jo0","Negatif"
"@DokterTifa @suryobumi Bawa Puluhan Influencer.. Alih2 Promosi Bagus Buat IKN ...eeh AC-nya Ngadat.... Imej Jelek Rugiii Doong....!!! https://t.co/oNMgxWydJj","Negatif"
"@Dennysiregar7 Nah s7 aplgi yg 58% ikut pindah ke IKN","Positif"
"13. Sempet2nya aki @satriohendri ke om host FS @bluefadly @mnctrijaya bilang bawa kedaikopi-lah blabla! Dlm hati gue ' Bilang aja Anda mupeng ke IKN sama RI1 @jokowi @setkabgoid ! Banyak cengkunek Anda semua!!! | pemred @gaibfiles @bluefadly @enweka @oomdods @LatiefSiregar","Negatif"
"@WagimanDeep212_ Suruh tu para influencer yg ke ikn jgn boros makan rakyat disana","Negatif"
"@democrazymedia Yg memaksakan pembangunan IKN slama ini adl joko widodo bukan basuki betul ga @jokowi ?","Negatif"
"@zy_zy_lestary Silahkan rakyat 58% pindah ke IKN...senang melihatnya","Negatif"
"@msaid_didu Rakyat sakit dan harusnya opname di rumah sakit saja lewat 3 hari dipulangkan &amp","Negatif"
"@DokterTifa Ngkin dia pikir badut2 influencer itu bisa bawa investor ya? Sekarang Wi coba tawarin itu influencer mo nggak bangun rumah di IKN?","Negatif"
"@RajaJuliAntoni IKN itu I nya influencer kah?","Negatif"
"Ormas agama Persatuan Islam (Persis) menjadi pendatang baru yang mau kelola tambang. Masuk populer bersama insentif PNS di IKN. #bisnisupdate #update #bisnis #text https://t.co/fVP8CaXjRg","Negatif"
"@zy_zy_lestary Nggak papa dia ngantor di IKN Krn mau buka biro jasa pengurusan STNK","Negatif"
"@5teV3n_Pe9eL Konsep kotanya aja kagak paham udh mikirin bgtuan. Gw yakin IKN itu cuma bangun istana Presiden doang selebihnya kalo emg ada investor baru dicicil mau dibikin apa aja tergantung investornya kampret!!!!","Negatif"
". Prosesnya Baru sebatas LOI (Letter Of Intent) yang tdk punya Kekuatan Hukum. 'Jangankan Belum Menanamkan Uangnya utk Pembiayaan Kelanjutan Pembangunan IKN Para Investor belum Tanda tangan aja LOI itu belum bisa dikatakan Sah.! . https://t.co/EfBXZ3p7WZ","Negatif"
"@denismalhotra Orang orang itu mau gak ya pindah ke IKN..?","Negatif"
"@PutuSukmana Terbiasa karena pilihan lain tak ada itu keterpaksaan. Kalau ngantor (lama) ke IKN kan terpaka karena pilihan lain banyak.","Negatif"
"@Jateng_Twit @jokowi Lg abis kerokan diare karena air di IKN banyak ecolinya","Negatif"
"@nalar_logis @sociotalker Kok anda ngelesnya kayak gini yang kemarin kemarin ada yang mengklaim insvestor siap berinvestasi di IKN itu siapa ? https://t.co/AR1w7j3n0p","Negatif"
"@Mdy_Asmara1701 Pa jokowinya sendiri uda bilang setelah tdk jd presiden tdk akan tinggal di IKN balik mulih ke kampung","Negatif"
"@DokterTifa Di tengah kesulitan hidup rakyat dipertontonkan kehingar bingaran para selebritas di IKN. Shame on you..","Negatif"
"@Mdy_Asmara1701 Caranya .... Biang kejahatan penipu janji palsu tukang hutang ga mau bayar hutang perampok hutan dan tambang perampok hak rakyat koruptor kolusi nepotisme politisi jahat dan para penghianat bangsa dikumpulkan jadi satu di ikn..maka pulau y","Negatif"
"@kumparan Buat : @grace_nat @psi_id Sejak kapan dan aturan mana dipakai yang mengatakan kehadiran kelompok BuzzeRp &amp","Negatif"
"@OposisiCerdas Jika mrk mrk yang katanya pingin ikut dan mendaftarkan diri ke IKN biaya sendiri jika ternyata menggunakan APBN doa rakyat hanya sedikit *LAKNATLAH MEREKA DAN KLRGANYA DAN YANG MENGAJAK MEREKA DG AZAB YANG SANGAT PEDIH KRN MRK BAGIAN MUNAFI","Negatif"
"@KemenPU Silahkan cek harga aqua di balikpapan per galon.. Bisa pada antri nih di IKN kalo gini.. https://t.co/65ndI8mvRs","Negatif"
"@HmfaqihA @jokowi Selamanya jg gpp jadi presiden 3 priode jadi presiden IKN tp bukan presiden rep.indonesia wkwkwkwkkwk","Negatif"
"@RajaJuliAntoni IKN bakal selesai itu masih jauh dan tidak ada manfaatnya sama sekali bagi rakyat...","Negatif"
"@RajaJuliAntoni Pesan dari kami rakyat yg tidak bisa di bohongi para influzer itu gs usah baik lagi tinggal di ikn selama nya kan di situ waw enak luar biasa. Kenapa harus balik lagi ke kota yg tidak waw tidak luar biasa","Negatif"
"12A. Tiap hari ngoceh2 framing doang @mnctrijaya hantem IKN ! Seenaknya make narsum @satriohendri cuman u/ bilang RI 1 @jokowi @setkabgoid memulai &amp","Negatif"
"Pagi² baca berita IKN bikin mikir dgn pola demikian gimana bisa survive","Negatif"
"@narkosun IKN jadi keren orang gebleg panas...","Negatif"
"@geloraco Takut ngutang ke bank dunia karena udah banyak terpaksa minjam uang rakyat dengan modus asuransi untuk tambah-tambah anggaran IKN","Negatif"
"@piyopikavet Jokowi Berkantor Perdana di IKN: Air Melimpah Internet Bagus https://t.co/7cxoklC0tt","Positif"
"@TLedenk @zy_zy_lestary @jokowi @adri_7i @BANGSAygSUJUD @BBerizik @dika_maxelyou @mas_veel @Rocky_Antonie @sukardiyahya162 @are_inismyname @IrwanResma19226 Dulu katanya IKN mangkrak. Dulu katanya IKN ngga ada air/listrik. Dulu katanya Jkw Ngga Jadi Nganto","Negatif"
"https://t.co/LLC8stTZjn - Jokowi Sudah Mulai Ngantor di IKN https://t.co/T6XR7HWcbJ","Positif"
"@jokowi Ini maksudnya mau naekin citranya jadi lebih positif gitu ngajak influenser ke IKN? Oh wait bapak ini adalah bapak kebalikan.","Negatif"
"@hartawan_robby @DedynurPalakka @jokowi Prestasi bangsa ada di IKN.... Mari kita berprestasi pada bidang masing2","Positif"
"@berkasih_m63350 Semoga saja jd IKN GATE Dan kasus2 lainnya terbongkar setelah dia lengser !!","Negatif"
"@zy_zy_lestary @adri_7i @BBerizik @dika_maxelyou @florieliciouss @mas_veel @MikamiRambo @Rocky_Antonie @YoYoAyo17845 @IrwanResma48922 @BANGSAygSUJUD Emang kurang kerjaan halangi IKN? Dibiarin saja mangkrak otomatis. Program Prabowo tegak lurus Jokowi doan","Negatif"
"@DokterTifa Melihat Isi Kamar Tidur Presiden Jokowi di IKN Dilengkapi Meja Kerja https://t.co/HBgV4YNld5","Positif"
"enapa bukan Tokoh Adat di Kalimantan yg diundang merasakan kemegahan dan kenikmatan di IKN malah artis yg diajak kesana ? https://t.co/kTcAXThlEH","Negatif"
"@__AnakKolong Beliau tdk nyenak tidur mikirin sisa jabatan 3 bln project IKN jauh dari target kuatir jadi Candi Hambalang kedua mesti didukung PS agar lanjut.","Negatif"
"Nguawuuurrr... wartawan yang masuk IKN itu semua terdata. Kalau bikin berita aneh2 pulang dari sana bisa2 dijatuhin pesawatnya","Negatif"
"@desireepath IKN the one and only. Kalo kontennya kontroversial pasti bakal rame wkwk","Negatif"
"@DokterTifa Sekalian tak tunjukkan daftar nama artis cebong yang ikut ke Ibu Kota Ngayal (IKN) https://t.co/chweKNxwSC","Negatif"
"@jpnncom Ngalah pindah jd IKN..","Negatif"
"@nalar_logis @jokowi Usulan yg masuk akal. Ketika cara ini efektif jelas akan membuka jalan investor masuk ke IKN.","Positif"
"Bagaimana tidak dipaksakan katanya Ridwan Kamil IKN akan seperti ini 2 BLN kedepan disampaikan dua BLN lalu mencela mencle!","Negatif"
"@StefanAntonio__ Patut Seneng di Bogor dingin lurah... tinggal di IKN baru semlm kt panas","Negatif"
"@justinthimberla @StefanAntonio__ @jokowi Namanya juga orang beropini bang bisa pro dan bisa kontra. Lagipula kritik juga muncul salah satunya karena apa yg ada di IKN tidak sesuai dengan apa yg dinarasikan sebelum ini.","Negatif"
"@jokowi Pak mutasi saya ke IKN","Positif"
"@RajaJuliAntoni Kayaknya artis yg diundang di IKN Berjiwa penjilat.hehe","Negatif"
"@RajaJuliAntoni Mereka aj g bakal tinggal di IKN. GMANA auuwhh","Negatif"
"@DokterTifa Yg ada di kepala jokowi....yg penting jadi biar pas lengser punya legesi...biar di kenang sebagai presiden yg sukses mengeksekusi pembangunan IKN...SEPERTI awal dtg ke jkt modal ESEMKA","Negatif"
"@RajaJuliAntoni Emang berani mereka ngomong jelek ttg IKN? Please deh bro cerdas dikit","Negatif"
"@Mdy_Asmara1701 Katanya ngantor di ikn 2 hari kok malah kaya piknik","Negatif"
"@tempodotco Jokowi bukan berkantor di IKN tp piknik bersama artis2 dan itu semua hny untuk pencitraan semata","Negatif"
"Rencananya mau niga (3) hari kan disana? Apa krn IKN tdk nyaman","Negatif"
"Para binatu dimanjakan dgn makan malam di IKN https://t.co/A84JsvdxmN","Positif"
"@TirtoID Jokowi Baru nginap semalam di ikn para PKI ( said Didu dan pengikutnya) sudah kejang kejang hahahaha","Negatif"
"@democrazymedia Pasiennya orang hutan?... Wkwkwk... Jadi ingat investor ngantri di IKN....","Negatif"
"@liputan6dotcom Melunasi janji bln 7 berkantor di Ikn","Positif"
"@altazaro @inboundandhot Top Comment Ga suka Jokowi -&gt","Positif"
"IKN di Kaltim Belum Mandiri Pangan Ini Saran Kadin. Kadin Provinsi Kalimantan Timur menawarkan 13 ribu hektare lahan persawahan di Kabupaten Penajam Paser Utara (PPU) untuk mendukung program ketahanan pangan IKN. https://t.co/WNE5OcLnlx","Negatif"
"@adriansyahyasin Pindahin ke IKN semua. Biar kakap kelahi sama kakap jangan sama teri","Positif"
"kok motor boleh masuk tol? udah ada 3 tol yg boleh dilalui motor. tol IKN tinggal dibuat aturannya biar motor bisa lewat. katanya motor ga boleh ada di kawasan inti IKN? tol kan bukan kawasan inti IKN. itu mereka pas masuk kawasan inti pada jalan kaki.","Positif"
"Menteri PUPR Basuki Hadimuljono mengatakan jalan tol di IKN bisa difungsikan untuk memperlancar pergerakan para tamu Upacara 17 Agustus 2024 mendatang di IKN Nusantara. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 #IKNKotaModern #IKN #IndonesiaMaju https://t.co/twR7oTQl0X","Positif"
"Menteri PUPR Basuki Hadimuljono mengatakan jalan tol di IKN bisa difungsikan untuk memperlancar pergerakan para tamu Upacara 17 Agustus 2024 mendatang di IKN Nusantara. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 #IKNKotaModern #IKN #IndonesiaMaju https://t.co/mDGYIi57CS","Negatif"
"@tumbang_terus @Leonita_Lestari Mulyono itu Hantu IKN","Positif"
"DESAIN ARSITEKTUR : Intip Konsep RS Vertikal di IKN https://t.co/XYUCfgF3gr","Negatif"
"diem aja mah yg tau anggaran IKN berapa. dibantah lg sm pendukung onoh katanya kAn UanG inVestOr","Negatif"
"@shaaaatttttt Wes macem nyekel proyek ikn","Negatif"
"kayak bangunan ikn","Positif"
"@TheCurut007 mas mulyono dan kel sdh menanti di IKN...","Negatif"
"CEK FAKTA: Gempa Megathrust Buat Takuti Warga agar Mau Pindah ke IKN? https://t.co/LHDNubSK9Y","Negatif"
"@xquitavee @jokowi IKN gimanaaa woeee IKN antar ke IKN sanaaaa","Negatif"
"@newacctaken @iqbaltawakkal_ @guesswho1333 @anggadwia_ 400T itu sebenernya jauh dari cukup untuk bangun kota2 di kalimantan pemerataan sekolah kesehatan dll. tapi malah bangun IKN yang bahkan warganya aslinya aja gak boleh masuk dan kuota terbatas khusus","Negatif"
"@VIVAcoid Koq ga lbh baik dari IKN?","Negatif"
"@KompasTV Tuh junjungan kamu Mulyono El Bansos bikin kereta cepat dan IKN malah merugikan negara","Negatif"
"@H3sll @sociotalker Miniatur ikn aja garudanya masih mendingan agak simetris https://t.co/eiFtStIQSU","Negatif"
"@rainbowshead @LennaLenno @pandji Disclaimer: sy masyarakat sehat dr jaman bi cucun tp memang udh jarang dengerin eps2 terbaru dr ramadhan thn ini. Jd mungkin ga begitu tau apa ide2 pemerintahan yg mbaknya maksud. Tp sejauh yg sy tahu Bang Pandji jg gak m","Negatif"
"Ayo segera bawa seluruh keluarga harta dan unggas2mu. Penuhi bahtera IKN... https://t.co/sAqi5C2Jrs","Negatif"
"@MurtadhaOne1 Yang kayak gini aja ga ada penyelesaian dr pemerintah tapi bangun IKN dipaksain harus selesai pokoknya anjggg lah @jokowi jangan bilang ya itu urusan bla blaa sy Ndak tau","Negatif"
"Nguawuuurrr... wartawan yang masuk IKN itu semua terdata. Kalau bikin berita aneh2 pulang dari sana bisa2 dijatuhin pesawatnya","Negatif"
"@xquitavee @jokowi Apa ga lebih baik transmigrasi ke IKN aja biar cepet ramai dan menjadi contoh bgi warga yg lain pindah ke ikn jg. Solo dah padat apa lg jkt penduduknya dah luber","Positif"
"@tanyakanrl Milih ikn sih nder .","Negatif"
"IKN bohong Ijazah bohong Wawancara bohong Ekonomi meroket bohong . . . Hanya pembohong² aja yg suka dibohongi.. karena di dunia ini satu visi misi Semua masuk kapal mukidi ~ Kelak ketika Dajal bangkit semua orang jd pengikutnya kecuali orang² yg imannya benar Mirip kan? https://t.co/3xvlbUzPtS","Negatif"
"@ocyocha @discommie 2022 duit digelontorin buat IKN 2023 buat bansos biar pada milih si samsul.","Negatif"
"Yang paling deket: pajak naek Yang paling jauh: hak masyarakat adat dan pemilik tanah sekitaran IKN","Negatif"
"@suryadelalu PKS menolak IKN. Mereka harus bertanggungjawab atas janji itu. Jangan lagi sampaikan alasan bohong.","Negatif"
"@VIVAcoid Takut klo RK ketularan virus PHP n pembual seperti si Emul Omon2 2 bln lg IKN akan macet seperti Jakarta","Negatif"
"Mari kita kulik sampak aampak ikn go blok.","Negatif"
"Ada yg kurang pas di salah satu sudut IKN di foto ini. Foto dari @sociotalker https://t.co/SdH7V14ESE","Negatif"
"Ingat kata mulyono kerja kerja kerja. Buat bayar IKN","Negatif"
"@kegblgnunfaedh kemaren bilang 2 bulan lagi ikn setara jkt.... ngibul aja lu","Negatif"
"Ibu Kota Nusantara (IKN) untuk memastikan kesiapan PLN dalam menyediakan listrik yang bersih dan andal serta kesiapan personel untuk mendukung upacara HUT RI di IKN. Selengkapnya di: https://t.co/P9qSZfPLB9 #MarketplacePLNMobile #GreenEconomyPLN #PLNElectricRun2024","Positif"
"Ibu Kota Nusantara (IKN) untuk memastikan kesiapan PLN dalam menyediakan listrik yang bersih dan andal serta kesiapan personel untuk mendukung upacara HUT RI di IKN. Selengkapnya di: https://t.co/TunOtsWSZo #MarketplacePLNMobile #GreenEconomyPLN #PLNElectricRun2024","Positif"
"taiii mau diajak ke ikn males bgt gua gmw ijin kuliah taiii. kemaren aja ga ijin gua ga ngerti apa apa lagi beginian","Negatif"
"Ibu Kota Nusantara (IKN) untuk memastikan kesiapan PLN dalam menyediakan listrik yang bersih dan andal serta kesiapan personel untuk mendukung upacara HUT RI di IKN. Selengkapnya di: https://t.co/yUdAWpdzNn #PLNSukseskanUpacaraIKN #PLNSukseskanIKN #PVRooftopPLNMobile","Positif"
"@Fargus00200873 @abu_waras @ridwankamil @jokowi iKN di kalteng?? Belajar dulu baru congormu mangap","Negatif"
"@DokterTifa Buang2 uang hasil keringat rakyat untuk IKN bukan nya memenuhi janji menciptakan lapangan kerja.","Negatif"
"@kegblgnunfaedh Dari duitnya..... Ikn saja ngos ngosan....","Negatif"
"Untuk itu PLN all-out untuk mendukung kelancaran peringatan kemerdekaan ini lewat listrik andal yang 100 persen bersumber dari energi hijau di Ibu Kota Nusantara (IKN) pada Sabtu (17/8) mendatang. Selengkapnya di: https://t.co/wSk3NeZAj8 #GreenEconomyPLN #PLNElectricRun2024","Positif"
"@buanawisnu Kalo dipikir2 lagi lg pandemi kenapa tes PCR gk ditanggung pemerintah ya. Kenapa tes 1 5 juta keluar dari dompet kita sendiri. Kelar covid malah bikin IKN","Negatif"
"@VIVAcoid Ga punya berita lain ya selain soal ini? Mending elu ke IKN gih #wartawan oneng","Negatif"
"Sabtu 31 Agustus Indonesia Emas 2045 IKN BUMN Jakarta DPR 2024 Reformasi Belum Selesai SHP Merah Putih #stamps #PostOffice #philately #eBay #NFT #Art #PropertyInvestment #marketingagency Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Malang Semarang X Y Z https://t.co/4nygl4ugg6","Positif"
"Untuk itu PLN all-out untuk mendukung kelancaran peringatan kemerdekaan ini lewat listrik andal yang 100 persen bersumber dari energi hijau di Ibu Kota Nusantara (IKN) pada Sabtu (17/8) mendatang. Selengkapnya di: https://t.co/XysQOLulPW #GreenEconomyPLN #PLNElectricRun2024","Positif"
"@PusatBelanja_RI Wah keren banget nih pusat belanja di IKN. Pengen banget mampir ke sana!","Positif"
"Untuk itu PLN all-out untuk mendukung kelancaran peringatan kemerdekaan ini lewat listrik andal yang 100 persen bersumber dari energi hijau di Ibu Kota Nusantara (IKN) pada Sabtu (17/8) mendatang. Selengkapnya di: https://t.co/JphppNHnv9 #GreenEconomyPLN #PLNElectricRun2024","Positif"
"@SONGKANGbruh @JONGHYEOPbruh ikn buat parikan dimana mana yah sekarang",""
"PDIP bagus mengusung Pramono Anung yg mengetahui setengah tingkah laku Mulyono shg tdk berani cawe2 lagi di pilkada DKI. Yg jelas orang Jakarta akan memilih orang sendiri daripada orang luar . IKN tdk ada artinya dibandingkan dgn DKI .","Negatif"
"@ferry_kdg @jokowi lol jalan sumut mah buat apa mending bangun ikn lah jauh wkwkwkwk","Negatif"
"@tanyakanrl Ikn katanay",""
"udah cancel aja itu ikn","Negatif"
"Kemarin agustusan di ikn nyewa mobil sampe 1000 unit bisaaaaa","Negatif"
"@geloraco Piye toh kok wajah IKN tambah gurem belum berubah kayak Jakarta.","Negatif"
"@bachrum_achmadi Ontolohot suruh ke ikn aja dasar barakokok","Negatif"
"@azharie27 @GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @BosPurwa @rasa2086 @ferizandra Proses besar kayak IKN memang butuh waktu yang penting jalan terus.","Positif"
"@azharie27 @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @rojeoz @susyrizky @pgc_indonesia IKN ini bakal jadi kebanggaan Indonesia jangan langsung pesimis.","Positif"
"@azharie27 @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @JhonSitorus_18 @mpoklela7 @LOVE_UM4M4 Proyek kayak IKN ini nggak instan tapi hasilnya buat kemajuan kita semua.","Positif"
"@azharie27 @gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @sigitbudic @SantorinisSun IKN itu proyek besar pasti ada tantangan. Jangan langsung pesimis.","Positif"
"@azharie27 @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @ImamWM @BANGSAygSUJUD @Chavesz08 Langkah Rosan itu biar IKN bisa selesai sesuai target sabar aja.","Positif"
"@azharie27 @GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @AsahPolaPikir @Virgin_97 @papa_loren IKN itu investasi jangka panjang buat masa depan negara.","Positif"
"@azharie27 @gghhjjkk580dr0 @dekade_08 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @panjianom102 @MSMujab22 @BobbyTriadiSrg Rosan cari investor itu bukti keseriusan pemerintah buat nyelesain IKN.","Positif"
"@azharie27 @ggggggfrf3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @Gerindra @PDemokrat @AnakLolina2 @GUSDURians @Boediantar4 IKN itu penting untuk masa depan nggak bisa dikerjain asal-asalan.","Positif"
"@azharie27 @gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @MurtadhaOne1 @AdamVelcro @Anak__Ogi Alasan karena mau dikerjain dengan benar biar IKN nggak asal jadi.","Positif"
"@azharie27 @1HandeDelisii @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @BosPurwa @chakemates @BayuAngora Proses besar kayak IKN nggak bisa instan yang penting progress-nya jelas.","Positif"
"@azharie27 @ggggggfrf3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @BangPino__ @yaniarsim @msaid_didu IKN ini investasi besar pasti ada tantangan. Tapi manfaatnya buat kita semua.","Positif"
"@yahyaasyar42633 @FahmiAsfame @geloraco @aniesbaswedan @PKSejahtera secara etika gimana? dulu ketika kampanye anti ikn makan siang gratis...skrng jd menerima. lagian maslahatnya apa gabung sama gibran","Negatif"
"@azharie27 @1HandeDelisii @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @wahidfoundation @patjarmerah_id @Mdy_Asmara1701 IKN itu bukan proyek main-main wajar kalau butuh waktu lebih.","Positif"
"@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @BosPurwa @rasa2086 @ferizandra IKN Cuma proyek gagal yang nggak akan pernah jadi kenyataan.","Negatif"
"@griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @rojeoz @susyrizky @pgc_indonesia Jokowi banyak alasan tunda IKN mungkin karena dia tau ini nggak akan berhasil.","Negatif"
"@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @dekade_08 @WagimanDeep212_ @bengkeldodo Proyek mangkrak IKN ini nggak akan kemana-mana lebih baik fokus ke masalah lain.","Negatif"
"@griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @JhonSitorus_18 @mpoklela7 @LOVE_UM4M4 IKN lagi IKN lagi. Padahal yang penting itu pekerjaan buat rakyat.","Negatif"
"@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @sigitbudic @SantorinisSun Udah lah Jokowi nggak usah alasan lagi soal IKN rakyat udah nggak peduli.","Negatif"
"@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @herricahyadi @prabowogibran2 Jokowi tunda IKN? Mendingan fokus aja ke hal-hal yang lebih penting buat rakyat.","Negatif"
"@griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @ImamWM @BANGSAygSUJUD @Chavesz08 Proyek IKN ini udah jelas Cuma buang-buang waktu dan uang.","Negatif"
"@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @AtiqahFahrina @ebe_ganzo @Ghurem2 IKN? Bikin rakyat makin nggak percaya sama janji-janji pemerintah.","Negatif"
"@gghhjjkk580dr0 @dekade_08 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @panjianom102 @MSMujab22 @BobbyTriadiSrg Udah bosen dengerin Jokowi alasan soal IKN lebih baik urus masalah rakyat dulu.","Negatif"
"@1HandeDelisii @dekade_08 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @disseduh @_doncorleone78 @bayu_bepe IKN Cuma angan-angan siapa sih yang masih percaya proyek ini bakal selesai?","Negatif"
"@ggggggfrf3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @Gerindra @PDemokrat @AnakLolina2 @GUSDURians @Boediantar4 Masalah IKN nggak akan selesai mending Jokowi fokus ke ekonomi rakyat.","Negatif"
"@gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @MurtadhaOne1 @AdamVelcro @Anak__Ogi Jokowi banyak alasan soal IKN padahal yang dibutuhkan rakyat itu kerjaan!","Negatif"
"@1HandeDelisii @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @BosPurwa @chakemates @BayuAngora IKN nggak akan jadi apa-apa Cuma proyek buat ngabisin duit negara.","Negatif"
"@ggggggfrf3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @BangPino__ @yaniarsim @msaid_didu Ngapain buang uang buat IKN padahal rakyat butuh hidup layak!","Negatif"
"@gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @mantan_ordal @okkymadasari @vngnc IKN lagi IKN lagi... bosan banget. Rakyat butuh solusi nyata!","Negatif"
"@1HandeDelisii @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @wahidfoundation @patjarmerah_id @Mdy_Asmara1701 Udah lah nggak usah buang waktu dengan IKN mending fokus ke rakyat yang butuh kerja.","Negatif"
"@ggggggfrf3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @tijabar @KakekHalal Jokowi tunda pindah ke IKN? Ya jelas proyek setengah hati gitu.","Negatif"
"@gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @marlina_idha @mardiasih @delasyahmareads Rosan cari investor tapi apa iya IKN bakal beneran jadi? Ragu deh.","Negatif"
"@HajrinMantu @GirlBieberJ @cnbcindonesia @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @msaid_didu @Ndons_Back @OposisiCerdas IKN ini bakal jadi pusat pertumbuhan baru. Pajak yang kita bayar manfaatnya balik ke kita juga.","Negatif"
"@HajrinMantu @gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @KangayamLombok @alisyarief @Alie_Fahnoor IKN bakal jadi motor penggerak ekonomi baru. Ini langkah strategis buat Indonesia ke depan.","Negatif"
"@HajrinMantu @GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @ronavioleta @Heraloebss @BANGSAygSUJUD IKN ini buat memperbaiki distribusi pembangunan di Indonesia. Jangan lihat jangka pendek aja!","Negatif"
"@HajrinMantu @gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @T0M5helby @alisyarief @AdamVelcro Pembangunan IKN itu buat masa depan kita semua. Bukan Cuma soal keinginan pribadi.","Negatif"
"@HajrinMantu @GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @BosPurwa @rasa2086 @ferizandra Rosan nggak Cuma jalan-jalan dia lagi bawa investasi buat percepatan IKN. Ini langkah konkret!","Negatif"
"@HajrinMantu @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @rojeoz @susyrizky @pgc_indonesia IKN bakal jadi kota masa depan. Investasi ini buat kesejahteraan kita semua bukan sekadar ambisi.","Positif"
"@HajrinMantu @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @JhonSitorus_18 @mpoklela7 @LOVE_UM4M4 Investor asing bakal bantu percepat pembangunan IKN. Ini langkah strategis bukan mimpi!","Positif"
